sentence_id,method,method_full_name,error_type,source_raw,target_raw,gold_tokenization,prediction_tokenization,local_gold_tokens,local_pred_tokens,local_span_start,local_span_end,local_raw_text,gold_internal_boundaries,pred_internal_boundaries,extra_boundaries,missing_boundaries,explanation,is_short_sentence,is_natural_example_candidate,notes,chunk_index
603,D,D Direct segmentation,over,吸烟的时候，因为香烟的有害物质，肝、肺等器官容易变坏，如果多吸烟的话，会得严重的病。特别是青少年吸烟的话，他们会受得成长障碍。,吸烟的时候，因为香烟的有害物质，肝、肺等器官容易变坏，如果多吸烟的话，会得严重的病。特别是青少年吸烟的话，他们的成长会受到阻碍。,吸烟 的 时候 ， 因为 香烟 的 有害 物质 ， 肝 、 肺 等 器官 容易 变 坏 ， 如果 多 吸烟 的话 ， 会 得 严重 的 病 。 特别 是 青少年 吸烟 的话 ， 他们 会 受得 成长 障碍 。,吸烟 的 时候 ， 因为 香烟 的 有害 物质 ， 肝 、 肺 等 器官 容易 变 坏 ， 如果 多 吸烟 的话 ， 会 得 严重 的 病 。 特别 是 青少年 吸烟 的 话 ， 他们 会 受 得 成长 障碍 。,受得,受 / 得,56,58,受得,[],[57],[57],[],"The prediction inserts an extra boundary inside the gold token [受得], producing [受 / 得].",False,False,,2
606,D,D Direct segmentation,over,我已经订票飞机票。久后，为了我的职业，我要常常旅行。,我已经订好飞机票。以后，因为我的职业，我要常常旅行。,我 已经 订 票 飞机票 。 久后 ， 为了 我 的 职业 ， 我 要 常常 旅行 。,我 已经 订 票 飞机票 。 久 后 ， 为了 我 的 职业 ， 我 要 常常 旅行 。,久后,久 / 后,9,11,久后,[],[10],[10],[],"The prediction inserts an extra boundary inside the gold token [久后], producing [久 / 后].",False,True,,1
609,D,D Direct segmentation,over,有很多的一部分人，都在讲究自己食用的食品是不是绿色的。那当生活过的去的人，一定不会食用带有化学污染的食品来危害自己。,有很大的一部分人，都在讲究自己食用的食品是不是绿色的。那些生活过得去的人，一定不会食用带有化学污染的食品来危害自己。,有 很多 的 一部分 人 ， 都 在 讲究 自己 食用 的 食品 是 不 是 绿色 的 。 那当 生活 过的去 的 人 ， 一定 不 会 食用 带有 化学 污染 的 食品 来 危害 自己 。,有 很多 的 一部分 人 ， 都 在 讲究 自己 食用 的 食品 是 不 是 绿色 的 。 那 当 生活 过 的 去 的 人 ， 一定 不 会 食用 带有 化学 污染 的 食品 来 危害 自己 。,那当,那 / 当,27,29,那当,[],[28],[28],[],"The prediction inserts an extra boundary inside the gold token [那当], producing [那 / 当].",False,True,,1
609,D,D Direct segmentation,over,有很多的一部分人，都在讲究自己食用的食品是不是绿色的。那当生活过的去的人，一定不会食用带有化学污染的食品来危害自己。,有很大的一部分人，都在讲究自己食用的食品是不是绿色的。那些生活过得去的人，一定不会食用带有化学污染的食品来危害自己。,有 很多 的 一部分 人 ， 都 在 讲究 自己 食用 的 食品 是 不 是 绿色 的 。 那当 生活 过的去 的 人 ， 一定 不 会 食用 带有 化学 污染 的 食品 来 危害 自己 。,有 很多 的 一部分 人 ， 都 在 讲究 自己 食用 的 食品 是 不 是 绿色 的 。 那 当 生活 过 的 去 的 人 ， 一定 不 会 食用 带有 化学 污染 的 食品 来 危害 自己 。,过的去,过 / 的 / 去,31,34,过的去,[],"[32, 33]","[32, 33]",[],"The prediction inserts an extra boundary inside the gold token [过的去], producing [过 / 的 / 去].",False,True,,2
612,D,D Direct segmentation,over,最近，一些音乐评论家发表轻视流星歌曲的一些观点，有些人以致蔑视流行歌曲。,最近，一些音乐评论家发表轻视流行歌曲的一些观点，以致于有些人蔑视流行歌曲。,最近 ， 一些 音乐 评论家 发表 轻视 流星歌曲 的 一些 观点 ， 有些 人 以致 蔑视 流行歌曲 。,最近 ， 一些 音乐 评论家 发表 轻视 流星 歌曲 的 一些 观点 ， 有些 人 以致 蔑视 流行歌曲 。,流星歌曲,流星 / 歌曲,14,18,流星歌曲,[],[16],[16],[],"The prediction inserts an extra boundary inside the gold token [流星歌曲], producing [流星 / 歌曲].",False,True,,1
621,D,D Direct segmentation,under,当然大家都盼望自己的小孩成才，所以在你们小时候就对他们的教育严阵以待和处处管教，虽说不是坏事，但也因此使小孩失去了不少童年该有的快乐回忆，所以在小孩的生活中，父母不仅仅是养育者的身份，也是在扮演着老师的责任，而人的一生绝大部分关键都是在儿童时产生，所以在孩子上学前父母就是孩子的第一任老师。,当然大家都盼望自己的小孩成才。所以你们在他们小时候就对他们的教育进行严抓并处处管教，虽说不是坏事，但也因此使小孩失去了不少童年该有的快乐回忆。所以在小孩的生活中，父母不仅仅是养育者的身份，也是在扮演着老师的角色。而人的一生绝大部分关键思想都是在儿童时产生的，所以在孩子上学前，父母就是孩子的第一任老师。,当然 大家 都 盼望 自己 的 小孩 成才 ， 所以 在 你们 小时候 就 对 他们 的 教育 严阵以待 和 处处 管教 ， 虽说 不 是 坏事 ， 但 也 因 此 使 小孩 失去 了 不少 童年 该 有 的 快乐 回忆 ， 所以 在 小孩 的 生活 中 ， 父母 不仅仅 是 养育者 的 身份 ， 也 是 在 扮演 着 老师 的 责任 ， 而 人 的 一生 绝大部分 关键 都 是 在 儿童 时 产生 ， 所以 在 孩子 上学 前 父母 就 是 孩子 的 第一 任 老师 。,当然 大家 都 盼望 自己 的 小孩 成才 ， 所以 在 你们 小时候 就 对 他们 的 教育 严阵以待 和 处处 管教 ， 虽说 不 是 坏事 ， 但 也 因此 使 小孩 失去 了 不少 童年 该 有 的 快乐 回忆 ， 所以 在 小孩 的 生活 中 ， 父母 不仅仅 是 养育者 的 身份 ， 也 是 在 扮演 着 老师 的 责任 ， 而 人 的 一生 绝大部分 关键 都 是 在 儿童 时 产生 ， 所以 在 孩子 上学 前 父母 就 是 孩子 的 第一 任 老师 。,因 / 此,因此,49,51,因此,[50],[],[],[50],"The prediction misses the gold boundary between [因] and [此], merging them into [因此].",False,False,,1
625,D,D Direct segmentation,over,很严重的问题是，吸烟不仅害吸烟者的健康，而且吸烟者周围的人也受到抽烟时不好的影响。这表明，如果一个家庭里一个人抽烟的话，这影响到全家人。比如某一家食堂里你吃饭时一个人抽烟的话造成了那里吃饭的人都抽烟的效果。,很严重的问题是，吸烟不仅危害吸烟者的健康，而且吸烟者周围的人也会受到抽烟的不好的影响。这表明，如果一个家庭里有一个人抽烟的话，这就会影响到全家人。比如你在某一家食堂里吃饭时，如果有一个人抽烟的话，他会造成在那里吃饭的人都被动抽烟的后果。,很 严重 的 问题 是 ， 吸烟 不仅 害 吸烟者 的 健康 ， 而且 吸烟者 周围 的 人 也 受到 抽烟 时 不好 的 影响 。 这 表明 ， 如果 一个 家庭 里 一个 人 抽烟 的话 ， 这 影响 到 全家人 。 比如 某 一 家 食堂 里 你 吃饭 时 一个 人 抽烟 的话 造成 了 那里 吃饭 的 人 都 抽烟 的 效果 。,很 严重 的 问题 是 ， 吸烟 不仅 害 吸烟者 的 健康 ， 而且 吸烟者 周围 的 人 也 受到 抽烟 时 不好 的 影响 。 这 表明 ， 如果 一个 家庭 里 一个 人 抽烟 的话 ， 这 影响 到 全家人 。 比如 某 一 家 食堂 里 你 吃饭 时 一个 人 抽烟 的 话 造成 了 那里 吃饭 的 人 都 抽烟 的 效果 。,的话,的 / 话,85,87,的话,[],[86],[86],[],"The prediction inserts an extra boundary inside the gold token [的话], producing [的 / 话].",False,False,,1
628,D,D Direct segmentation,under,其实就按照我个人所经历过的学生时代来说吧，这男女分校好还是混合好倒是各有各的说法，赞成分校者谓说可以提防男女少年过于早熟早恋，甚至于“偷尝禁果”但个人认为多数实行分校制者实际上都是一些所谓比较“名牌”的学校因此为“名”而分者是更大的考量。,其实就按照我个人所经历过的学生时代来说吧，是男女分校好还是混合好倒是各有各的说法，赞成分校者认为分校可以提防男女少年过于早熟早恋，甚至“偷尝禁果”，但个人认为多数实行分校制者实际上都是一些所谓比较“名牌”的学校，“名”是更大的考量。,其实 就 按照 我 个人 所 经历 过 的 学生 时代 来说 吧 ， 这 男女 分校 好 还是 混合 好 倒是 各 有 各 的 说法 ， 赞成 分校 者 谓 说 可以 提防 男女 少年 过于 早熟 早恋 ， 甚至于 “ 偷尝 禁果 ” 但 个人 认为 多数 实行 分校制 者 实际上 都 是 一些 所谓 比较 “ 名牌 ” 的 学校 因此 为 “ 名 ” 而 分 者 是 更 大 的 考量 。,其实 就 按照 我 个人 所 经历 过 的 学生 时代 来说 吧 ， 这 男女 分校 好 还是 混合 好 倒是 各 有 各 的 说法 ， 赞成 分校者 谓 说 可以 提防 男女 少年 过于 早熟 早恋 ， 甚至于 “ 偷尝 禁果 ” 但 个人 认为 多数 实行 分校制 者 实际上 都 是 一些 所谓 比较 “ 名牌 ” 的 学校 因此 为 “ 名 ” 而 分 者 是 更 大 的 考量 。,分校 / 者,分校者,43,46,分校者,[45],[],[],[45],"The prediction misses the gold boundary between [分校] and [者], merging them into [分校者].",False,False,,1
631,D,D Direct segmentation,over,所以我少就不理他了。,所以我就不理他了。,所以 我 少就 不 理 他 了 。,所以 我 少 就 不 理 他 了 。,少就,少 / 就,3,5,少就,[],[4],[4],[],"The prediction inserts an extra boundary inside the gold token [少就], producing [少 / 就].",True,True,,1
636,D,D Direct segmentation,over,我们小的时候，我们很喜欢在一起又比赛、又玩。我们在学校的操场常常打了网球、蓝球、排球，很有意思了。,我们小的时候，很喜欢在一起比赛、玩。我们常常在学校的操场打网球、篮球、排球，可有意思了。,我们 小 的 时候 ， 我们 很 喜欢 在 一起 又 比赛 、 又 玩 。 我们 在 学校 的 操场 常常 打 了 网球 、 蓝球 、 排球 ， 很 有意思 了 。,我们 小 的 时候 ， 我们 很 喜欢 在 一起 又 比赛 、 又 玩 。 我们 在 学校 的 操场 常常 打 了 网球 、 蓝 球 、 排球 ， 很 有意思 了 。,蓝球,蓝 / 球,37,39,蓝球,[],[38],[38],[],"The prediction inserts an extra boundary inside the gold token [蓝球], producing [蓝 / 球].",False,True,,1
644,D,D Direct segmentation,over,虽然我们主观上不愿看到此等情形，但从广义的结论上来看，强制手段能给社会公众带来一个健康和美观的环境的话，也算是一个迫不得已的措施吧。,虽然我们主观上不愿看到此等情形，但从广义的结论上来看，如果强制手段能给社会公众带来一个健康和美观的环境的话，那么它也算是一个迫不得已的措施吧。,虽然 我们 主观 上 不 愿 看到 此等 情形 ， 但 从 广义 的 结论 上 来 看 ， 强制 手段 能 给 社会 公众 带来 一个 健康 和 美观 的 环境 的话 ， 也 算是 一个 迫不得已 的 措施 吧 。,虽然 我们 主观 上 不 愿 看到 此 等 情形 ， 但 从 广义 的 结论 上 来 看 ， 强制 手段 能 给 社会 公众 带来 一个 健康 和 美观 的 环境 的话 ， 也 算是 一个 迫不得已 的 措施 吧 。,此等,此 / 等,11,13,此等,[],[12],[12],[],"The prediction inserts an extra boundary inside the gold token [此等], producing [此 / 等].",False,True,,1
647,D,D Direct segmentation,under,自古至今，男欢女爱，在东西方的眼中各有不同的看法。先说西方洋人喜欢追求浪漫、刺激的一见钟情，快熟式的恋爱方式，对我们中国人来说，可说是见怪不怪。,自古至今，男欢女爱，在东西方的眼中各有看法。先说西方洋人喜欢追求浪漫、刺激的一见钟情那样快餐式的恋爱方式，对我们中国人来说，可谓是见怪不怪。,自古至 今 ， 男 欢 女爱 ， 在 东西方 的 眼中 各 有 不同 的 看法 。 先 说 西方 洋人 喜欢 追求 浪漫 、 刺激 的 一见钟情 ， 快熟式 的 恋爱 方式 ， 对 我们 中国 人 来说 ， 可说 是 见怪不怪 。,自古至 今 ， 男 欢女爱 ， 在 东西方 的 眼中 各 有 不同 的 看法 。 先 说 西方 洋人 喜欢 追求 浪漫 、 刺激 的 一见钟情 ， 快熟式 的 恋爱 方式 ， 对 我们 中国 人 来说 ， 可 说是 见怪不怪 。,欢 / 女爱,欢女爱,6,9,欢女爱,[7],[],[],[7],"The prediction misses the gold boundary between [欢] and [女爱], merging them into [欢女爱].",False,True,,1
647,D,D Direct segmentation,drift,自古至今，男欢女爱，在东西方的眼中各有不同的看法。先说西方洋人喜欢追求浪漫、刺激的一见钟情，快熟式的恋爱方式，对我们中国人来说，可说是见怪不怪。,自古至今，男欢女爱，在东西方的眼中各有看法。先说西方洋人喜欢追求浪漫、刺激的一见钟情那样快餐式的恋爱方式，对我们中国人来说，可谓是见怪不怪。,自古至 今 ， 男 欢 女爱 ， 在 东西方 的 眼中 各 有 不同 的 看法 。 先 说 西方 洋人 喜欢 追求 浪漫 、 刺激 的 一见钟情 ， 快熟式 的 恋爱 方式 ， 对 我们 中国 人 来说 ， 可说 是 见怪不怪 。,自古至 今 ， 男 欢女爱 ， 在 东西方 的 眼中 各 有 不同 的 看法 。 先 说 西方 洋人 喜欢 追求 浪漫 、 刺激 的 一见钟情 ， 快熟式 的 恋爱 方式 ， 对 我们 中国 人 来说 ， 可 说是 见怪不怪 。,可说 / 是,可 / 说是,64,67,可说是,[66],[65],[65],[66],"The prediction places a boundary at offset [65] instead of the gold offset [66], resulting in a shifted local segmentation.",False,True,,2
648,D,D Direct segmentation,over,在海上船行的日子，我看了很多书，画画，观看船上的节且和其他活动。我和家人度过了绝妙的两周。,在海上航行的日子，我看了很多书、画画、观看船上的节目和其他活动。我和家人度过了绝妙的两周。,在 海上 船行 的 日子 ， 我 看 了 很多 书 ， 画画 ， 观看 船上 的 节且 和 其他 活动 。 我 和 家人 度过 了 绝妙 的 两 周 。,在 海上 船 行 的 日子 ， 我 看 了 很多 书 ， 画画 ， 观看 船上 的 节且 和 其他 活动 。 我 和 家人 度过 了 绝妙 的 两 周 。,船行,船 / 行,3,5,船行,[],[4],[4],[],"The prediction inserts an extra boundary inside the gold token [船行], producing [船 / 行].",False,True,,1
673,D,D Direct segmentation,over,全家人去可以给父母小小的自要，因为孩子可以由其他家长看守。如果有好多人就会越来越热闹。,全家人去可以给父母小小的自由，因为孩子可以由其他家长看管。如果人很多，就会越来越热闹。,全家人 去 可以 给 父母 小小的 自要 ， 因为 孩子 可以 由 其他 家长 看守 。 如果 有 好多 人 就 会 越来越 热闹 。,全家人 去 可以 给 父母 小小的 自 要 ， 因为 孩子 可以 由 其他 家长 看守 。 如果 有 好多 人 就 会 越来越 热闹 。,自要,自 / 要,12,14,自要,[],[13],[13],[],"The prediction inserts an extra boundary inside the gold token [自要], producing [自 / 要].",False,True,,1
683,D,D Direct segmentation,over,但当时我的对抽烟的想法打负了这个诱惑。我是个网球迷，从十五岁的时候开始打的球。对一个运动爱好者来说管理自己的健康应该十二分重视，我的想法也是一样。后来过了十多年了，社会的对抽烟的观念也发展到一样的方向了。,但当时我对抽烟的想法打败了这个诱惑。我是个网球迷，从十五岁的时候开始打网球。一个运动爱好者对管理自己的健康应该十二分重视，我的想法也是这样。后来过了十多年了，社会上对抽烟的观念也发展到一样的方向了。,但 当时 我 的 对 抽烟 的 想法 打负 了 这个 诱惑 。 我 是 个 网球迷 ， 从 十五 岁 的 时候 开始 打 的 球 。 对 一个 运动 爱好者 来说 管理 自己 的 健康 应该 十二 分 重视 ， 我 的 想法 也 是 一样 。 后来 过 了 十 多 年 了 ， 社会 的 对 抽烟 的 观念 也 发展 到 一样 的 方向 了 。,但 当时 我 的 对 抽烟 的 想法 打 负 了 这个 诱惑 。 我 是 个 网球迷 ， 从 十五 岁 的 时候 开始 打 的 球 。 对 一个 运动 爱好者 来说 管理 自己 的 健康 应该 十二分 重视 ， 我 的 想法 也 是 一样 。 后来 过 了 十 多 年 了 ， 社会 的 对 抽烟 的 观念 也 发展 到 一样 的 方向 了 。,打负,打 / 负,11,13,打负,[],[12],[12],[],"The prediction inserts an extra boundary inside the gold token [打负], producing [打 / 负].",False,False,,1
683,D,D Direct segmentation,under,但当时我的对抽烟的想法打负了这个诱惑。我是个网球迷，从十五岁的时候开始打的球。对一个运动爱好者来说管理自己的健康应该十二分重视，我的想法也是一样。后来过了十多年了，社会的对抽烟的观念也发展到一样的方向了。,但当时我对抽烟的想法打败了这个诱惑。我是个网球迷，从十五岁的时候开始打网球。一个运动爱好者对管理自己的健康应该十二分重视，我的想法也是这样。后来过了十多年了，社会上对抽烟的观念也发展到一样的方向了。,但 当时 我 的 对 抽烟 的 想法 打负 了 这个 诱惑 。 我 是 个 网球迷 ， 从 十五 岁 的 时候 开始 打 的 球 。 对 一个 运动 爱好者 来说 管理 自己 的 健康 应该 十二 分 重视 ， 我 的 想法 也 是 一样 。 后来 过 了 十 多 年 了 ， 社会 的 对 抽烟 的 观念 也 发展 到 一样 的 方向 了 。,但 当时 我 的 对 抽烟 的 想法 打 负 了 这个 诱惑 。 我 是 个 网球迷 ， 从 十五 岁 的 时候 开始 打 的 球 。 对 一个 运动 爱好者 来说 管理 自己 的 健康 应该 十二分 重视 ， 我 的 想法 也 是 一样 。 后来 过 了 十 多 年 了 ， 社会 的 对 抽烟 的 观念 也 发展 到 一样 的 方向 了 。,十二 / 分,十二分,58,61,十二分,[60],[],[],[60],"The prediction misses the gold boundary between [十二] and [分], merging them into [十二分].",False,False,,2
701,D,D Direct segmentation,over,刚刚看了一下题目，心里禁不出笑了出来，我仔细地思考，难道吸烟不影响身体的哪里呢？尤其是肺，其次是嗓子，皮肤，骨，儿童发育，算我是一个久年的吸烟狂的经验来看，自从我吸烟之后，没有一天是活力十足的。,刚刚看了一下题目，不禁笑出声来。我仔细地思考，吸烟对身体的哪里不影响呢？尤其是肺，其次是嗓子、皮肤、骨，尤其是儿童发育，依我一个九年的吸烟狂的经验来看，自从我吸烟之后，没有一天是活力十足的。,刚刚 看 了 一下 题目 ， 心里 禁不出 笑 了 出来 ， 我 仔细 地 思考 ， 难道 吸烟 不 影响 身体 的 哪里 呢 ？ 尤其 是 肺 ， 其次 是 嗓子 ， 皮肤 ， 骨 ， 儿童 发育 ， 算 我 是 一个 久年 的 吸烟狂 的 经验 来 看 ， 自从 我 吸烟 之后 ， 没有 一 天 是 活力 十足 的 。,刚刚 看 了 一下 题目 ， 心里 禁 不 出 笑 了 出来 ， 我 仔细 地 思考 ， 难道 吸烟 不 影响 身体 的 哪里 呢 ？ 尤其 是 肺 ， 其次 是 嗓子 ， 皮肤 ， 骨 ， 儿童 发育 ， 算 我 是 一个 久年 的 吸烟狂 的 经验 来 看 ， 自从 我 吸烟 之后 ， 没有 一 天 是 活力 十足 的 。,禁不出,禁 / 不 / 出,11,14,禁不出,[],"[12, 13]","[12, 13]",[],"The prediction inserts an extra boundary inside the gold token [禁不出], producing [禁 / 不 / 出].",False,False,,1
703,D,D Direct segmentation,over,上个星期二在学校没来了，我有二个课了，都没来了。上个同末上个星期一和上个星期二，我有偏头痛。偏头痛是慢性病。以前，刚才我妈妈和爸爸都有了偏头痛，现在没有了。所以，我很希望我能它治好了。,上个星期二我没来学校，我有两节课没来了：上个周末、上个星期一和上个星期二。我有偏头痛，偏头痛是慢性病。以前，我妈妈和爸爸都有偏头痛，现在没有了。所以，我很希望我能把它治好。,上个 星期二 在 学校 没 来 了 ， 我 有 二 个 课 了 ， 都 没 来 了 。 上 个 同末 上 个 星期一 和 上 个 星期二 ， 我 有 偏头痛 。 偏头痛 是 慢性病 。 以前 ， 刚才 我 妈妈 和 爸爸 都 有 了 偏头痛 ， 现在 没有 了 。 所以 ， 我 很 希望 我 能 它 治 好 了 。,上 个 星期二 在 学校 没 来 了 ， 我 有 二 个 课 了 ， 都 没 来 了 。 上 个 同末 上 个 星期一 和 上 个 星期二 ， 我 有 偏头痛 。 偏头痛 是 慢性病 。 以前 ， 刚才 我 妈妈 和 爸爸 都 有 了 偏头痛 ， 现在 没有 了 。 所以 ， 我 很 希望 我 能 它 治 好 了 。,上个,上 / 个,0,2,上个,[],[1],[1],[],"The prediction inserts an extra boundary inside the gold token [上个], producing [上 / 个].",False,False,,1
707,D,D Direct segmentation,over,总之，从小一起长大的玩伴，随着年龄的增长，自然而然地走到了一起，是一件难得可贵的事，也是一件幸福的事。,总之，从小一起长大的玩伴，随着年龄的增长，自然而然地走到了一起，是一件难能可贵的事，也是一件幸福的事。,总之 ， 从小 一起 长大 的 玩伴 ， 随着 年龄 的 增长 ， 自然而然 地 走 到 了 一起 ， 是 一 件 难得可贵 的 事 ， 也 是 一 件 幸福 的 事 。,总之 ， 从小 一起 长大 的 玩伴 ， 随着 年龄 的 增长 ， 自然而然 地 走 到 了 一起 ， 是 一 件 难得 可贵 的 事 ， 也 是 一 件 幸福 的 事 。,难得可贵,难得 / 可贵,35,39,难得可贵,[],[37],[37],[],"The prediction inserts an extra boundary inside the gold token [难得可贵], producing [难得 / 可贵].",False,True,,1
713,D,D Direct segmentation,under,第二，男女分班教育给孩子封建思想。听说女子学校里教的内容是女子一定会做饭、做布等家务，而男子学校不教那种学科。,第二，男女分班教育给孩子灌输封建思想。听说女子学校里教的内容是女子一定要会做饭、做布等家务，而男子学校不教那种学科。,第二 ， 男女 分 班 教育 给 孩子 封建 思想 。 听说 女子 学校 里 教 的 内容 是 女子 一定 会 做饭 、 做 布 等 家务 ， 而 男子 学校 不 教 那种 学科 。,第二 ， 男女 分班 教育 给 孩子 封建 思想 。 听说 女子 学校 里 教 的 内容 是 女子 一定 会 做饭 、 做 布 等 家务 ， 而 男子 学校 不 教 那 种 学科 。,分 / 班,分班,5,7,分班,[6],[],[],[6],"The prediction misses the gold boundary between [分] and [班], merging them into [分班].",False,True,,1
713,D,D Direct segmentation,over,第二，男女分班教育给孩子封建思想。听说女子学校里教的内容是女子一定会做饭、做布等家务，而男子学校不教那种学科。,第二，男女分班教育给孩子灌输封建思想。听说女子学校里教的内容是女子一定要会做饭、做布等家务，而男子学校不教那种学科。,第二 ， 男女 分 班 教育 给 孩子 封建 思想 。 听说 女子 学校 里 教 的 内容 是 女子 一定 会 做饭 、 做 布 等 家务 ， 而 男子 学校 不 教 那种 学科 。,第二 ， 男女 分班 教育 给 孩子 封建 思想 。 听说 女子 学校 里 教 的 内容 是 女子 一定 会 做饭 、 做 布 等 家务 ， 而 男子 学校 不 教 那 种 学科 。,那种,那 / 种,50,52,那种,[],[51],[51],[],"The prediction inserts an extra boundary inside the gold token [那种], producing [那 / 种].",False,True,,2
726,D,D Direct segmentation,over,她父亲是一个英国人而我是蒙古所以我们的沟通语言是一半英文一半中文还一半蒙文。,她父亲是一个英国人而我是蒙古人，所以我们的沟通语言是三分之一英文，三分之一中文还有三分之一蒙文。,她 父亲 是 一个 英国人 而 我 是 蒙古 所以 我们 的 沟通 语言 是 一半 英文 一半 中文 还 一半 蒙文 。,她 父亲 是 一个 英国 人 而 我 是 蒙古 所以 我们 的 沟通 语言 是 一半 英文 一半 中文 还 一半 蒙文 。,英国人,英国 / 人,6,9,英国人,[],[8],[8],[],"The prediction inserts an extra boundary inside the gold token [英国人], producing [英国 / 人].",False,True,,1
728,D,D Direct segmentation,over,为了这个研讨会，我得做一次事题报告，主题是妇女艺术家。为了暸解她们的艺术，我得暸解她们的生活情况。看书以后我很受打击：她们的情况中有很严重的平等问题！,为了这个研讨会，我得做一次主题报告，主题是妇女艺术家。为了了解她们的艺术，我得了解她们的生活情况。看了书以后我很受打击：她们的情况中存在很严重的不平等问题！,为了 这个 研讨会 ， 我 得 做 一 次 事题 报告 ， 主题 是 妇女 艺术家 。 为了 暸解 她们 的 艺术 ， 我 得 暸解 她们 的 生活 情况 。 看 书 以后 我 很 受 打击 ： 她们 的 情况 中 有 很 严重 的 平等 问题 ！,为了 这个 研讨会 ， 我 得 做 一 次 事 题 报告 ， 主题 是 妇女 艺术家 。 为了 暸解 她们 的 艺术 ， 我 得 暸解 她们 的 生活 情况 。 看 书 以后 我 很 受 打击 ： 她们 的 情况 中 有 很 严重 的 平等 问题 ！,事题,事 / 题,13,15,事题,[],[14],[14],[],"The prediction inserts an extra boundary inside the gold token [事题], producing [事 / 题].",False,True,,1
731,D,D Direct segmentation,over,而且，污染的农产品也可以用各种方法来减少对身体的危害，比如说，蔬菜呢，炒着吃不要吃生的，要是吃生的话，吃葡萄酒。,而且，对于被污染的农产品也可以用各种方法来减少其对身体的危害，比如说，蔬菜呢，炒着吃不要吃生的，要是生吃的话，先喝葡萄酒。,而且 ， 污染 的 农产品 也 可以 用 各种 方法 来 减少 对 身体 的 危害 ， 比如说 ， 蔬菜 呢 ， 炒 着 吃 不要 吃 生 的 ， 要是 吃 生 的话 ， 吃 葡萄酒 。,而且 ， 污染 的 农产品 也 可以 用 各种 方法 来 减少 对 身体 的 危害 ， 比如说 ， 蔬菜 呢 ， 炒 着 吃 不要 吃 生 的 ， 要是 吃 生 的 话 ， 吃 葡萄酒 。,的话,的 / 话,48,50,的话,[],[49],[49],[],"The prediction inserts an extra boundary inside the gold token [的话], producing [的 / 话].",False,True,,1
732,D,D Direct segmentation,over,虽然政策中保护环境是一条特别重要的问题，每个人都下可以随便帮助保护环境。随着科技的发展和社会的进步，许多人类活动越来越给环境造成在量的污染，这样也造成气候的变化。如果我们都要不但防治环境恶化，而且保护自己。,虽然政策中保护环境是一个特别重要的内容，每个人都不可以随便帮助保护环境。随着科技的发展和社会的进步，许多人类活动越来越给环境带来大量的污染，这样也造成气候的变化。我们都要防治环境恶化，并且保护自己。,虽然 政策 中 保护 环境 是 一 条 特别 重要 的 问题 ， 每个 人 都 下 可以 随便 帮助 保护 环境 。 随着 科技 的 发展 和 社会 的 进步 ， 许多 人类 活动 越来越 给 环境 造成 在量 的 污染 ， 这样 也 造成 气候 的 变化 。 如果 我们 都 要 不但 防治 环境 恶化 ， 而且 保护 自己 。,虽然 政策 中 保护 环境 是 一 条 特别 重要 的 问题 ， 每个 人 都 下 可以 随便 帮助 保护 环境 。 随着 科技 的 发展 和 社会 的 进步 ， 许多 人类 活动 越来越 给 环境 造成 在 量 的 污染 ， 这样 也 造成 气候 的 变化 。 如果 我们 都 要 不但 防治 环境 恶化 ， 而且 保护 自己 。,在量,在 / 量,64,66,在量,[],[65],[65],[],"The prediction inserts an extra boundary inside the gold token [在量], producing [在 / 量].",False,False,,1
734,D,D Direct segmentation,under,还有公众利益方面来说，社会上还有不吸烟的人。最近他们的声音越来越大，因为他们虽然不吸烟可是受到吸烟人的影响，他们叫被吸烟者。,还有从公众利益方面来说，社会上还有不吸烟的人。最近他们的声音越来越大，因为他们虽然不吸烟可是受到吸烟人的影响，他们被叫做被吸烟者。,还有 公众 利益 方面 来说 ， 社会 上 还有 不 吸烟 的 人 。 最近 他们 的 声音 越来越 大 ， 因为 他们 虽然 不 吸烟 可是 受到 吸烟 人 的 影响 ， 他们 叫 被吸烟者 。,还有 公众 利益 方面 来说 ， 社会 上 还有 不 吸烟 的 人 。 最近 他们 的 声音 越来越 大 ， 因为 他们 虽然 不 吸烟 可是 受到 吸烟人 的 影响 ， 他们 叫 被吸烟者 。,吸烟 / 人,吸烟人,47,50,吸烟人,[49],[],[],[49],"The prediction misses the gold boundary between [吸烟] and [人], merging them into [吸烟人].",False,False,,1
736,D,D Direct segmentation,over,就是说，这里，各课有tutorial。,就是说，这里各科都有tutorial。,就是说 ， 这里 ， 各课 有 tutorial 。,就是说 ， 这里 ， 各 课 有 tutorial 。,各课,各 / 课,7,9,各课,[],[8],[8],[],"The prediction inserts an extra boundary inside the gold token [各课], producing [各 / 课].",True,True,,1
